,Close
2008-03-12 04:00:00,978.7999877929688
2008-03-13 04:00:00,992.2999877929688
2008-03-14 04:00:00,998.2000122070312
2008-03-17 04:00:00,1001.4000244140625
2008-03-18 04:00:00,1003.2000122070312
2008-03-19 04:00:00,944.7000122070312
2008-03-20 04:00:00,919.5999755859375
2008-03-24 04:00:00,918.2999877929688
2008-03-25 04:00:00,934.5999755859375
2008-03-26 04:00:00,949.0
2008-03-27 04:00:00,948.7999877929688
2008-03-28 04:00:00,930.5999755859375
2008-03-31 04:00:00,916.2000122070312
2008-04-01 04:00:00,882.9000244140625
2008-04-02 04:00:00,895.2000122070312
2008-04-03 04:00:00,905.0
2008-04-04 04:00:00,909.0
2008-04-07 04:00:00,922.7000122070312
2008-04-08 04:00:00,914.0
2008-04-09 04:00:00,933.5999755859375
2008-04-10 04:00:00,928.2999877929688
2008-04-11 04:00:00,923.5999755859375
2008-04-14 04:00:00,925.4000244140625
2008-04-15 04:00:00,928.7000122070312
2008-04-16 04:00:00,945.0999755859375
2008-04-17 04:00:00,939.7999877929688
2008-04-18 04:00:00,912.2000122070312
2008-04-21 04:00:00,914.7000122070312
2008-04-22 04:00:00,922.2999877929688
2008-04-23 04:00:00,906.2000122070312
2008-04-24 04:00:00,886.7999877929688
2008-04-25 04:00:00,887.2000122070312
2008-04-28 04:00:00,892.9000244140625
2008-04-29 04:00:00,874.2000122070312
2008-04-30 04:00:00,862.7999877929688
2008-05-01 04:00:00,848.9000244140625
2008-05-02 04:00:00,856.0999755859375
2008-05-05 04:00:00,872.2999877929688
2008-05-06 04:00:00,876.0
2008-05-07 04:00:00,869.5999755859375
2008-05-08 04:00:00,880.5999755859375
2008-05-09 04:00:00,884.5
2008-05-12 04:00:00,883.7000122070312
2008-05-13 04:00:00,868.5
2008-05-14 04:00:00,865.4000244140625
2008-05-15 04:00:00,879.0
2008-05-16 04:00:00,899.0
2008-05-19 04:00:00,905.0
2008-05-20 04:00:00,919.5
2008-05-21 04:00:00,928.0
2008-05-22 04:00:00,917.9000244140625
2008-05-23 04:00:00,925.5999755859375
2008-05-27 04:00:00,907.7000122070312
2008-05-28 04:00:00,900.5
2008-05-29 04:00:00,877.2000122070312
2008-05-30 04:00:00,887.2999877929688
2008-06-02 04:00:00,892.9000244140625
2008-06-03 04:00:00,881.5999755859375
2008-06-04 04:00:00,879.9000244140625
2008-06-05 04:00:00,871.7999877929688
2008-06-06 04:00:00,895.4000244140625
2008-06-09 04:00:00,894.7000122070312
2008-06-10 04:00:00,867.9000244140625
2008-06-11 04:00:00,879.7000122070312
2008-06-12 04:00:00,869.2000122070312
2008-06-13 04:00:00,870.2999877929688
2008-06-16 04:00:00,883.5999755859375
2008-06-17 04:00:00,884.2999877929688
2008-06-18 04:00:00,890.9000244140625
2008-06-19 04:00:00,901.7000122070312
2008-06-20 04:00:00,901.2999877929688
2008-06-23 04:00:00,884.7999877929688
2008-06-24 04:00:00,889.2000122070312
2008-06-25 04:00:00,880.0
2008-06-26 04:00:00,913.0999755859375
2008-06-27 04:00:00,929.2999877929688
2008-06-30 04:00:00,926.2000122070312
2008-07-01 04:00:00,942.5
2008-07-02 04:00:00,944.7999877929688
2008-07-03 13:30:00,931.9000244140625
2008-07-07 04:00:00,927.2999877929688
2008-07-08 04:00:00,921.9000244140625
2008-07-09 04:00:00,927.2999877929688
2008-07-10 04:00:00,940.9000244140625
2008-07-11 04:00:00,959.5
2008-07-14 04:00:00,972.7000122070312
2008-07-15 04:00:00,977.7000122070312
2008-07-16 04:00:00,961.7999877929688
2008-07-17 04:00:00,970.0
2008-07-18 04:00:00,957.2999877929688
2008-07-21 04:00:00,963.0999755859375
2008-07-22 04:00:00,948.0
2008-07-23 04:00:00,922.4000244140625
2008-07-24 04:00:00,922.0
2008-07-25 04:00:00,926.5999755859375
2008-07-28 04:00:00,927.5999755859375
2008-07-29 04:00:00,916.4000244140625
2008-07-30 04:00:00,902.9000244140625
2008-07-31 04:00:00,913.9000244140625
2008-08-01 04:00:00,909.0
2008-08-04 04:00:00,900.0999755859375
2008-08-05 04:00:00,878.5999755859375
2008-08-06 04:00:00,875.5999755859375
2008-08-07 04:00:00,870.7000122070312
2008-08-08 04:00:00,857.7999877929688
2008-08-11 04:00:00,821.5
2008-08-12 04:00:00,808.2000122070312
2008-08-13 04:00:00,825.0
2008-08-14 04:00:00,808.2000122070312
2008-08-15 04:00:00,786.0
2008-08-18 04:00:00,799.7000122070312
2008-08-19 04:00:00,811.0999755859375
2008-08-20 04:00:00,810.2999877929688
2008-08-21 04:00:00,833.0
2008-08-22 04:00:00,827.4000244140625
2008-08-25 04:00:00,819.7999877929688
2008-08-26 04:00:00,822.2000122070312
2008-08-27 04:00:00,828.0999755859375
2008-08-28 04:00:00,830.9000244140625
2008-08-29 04:00:00,829.2999877929688
2008-09-02 04:00:00,805.0
2008-09-03 04:00:00,802.7000122070312
2008-09-04 04:00:00,797.9000244140625
2008-09-05 04:00:00,797.5999755859375
2008-09-08 04:00:00,797.5
2008-09-09 04:00:00,787.0999755859375
2008-09-10 04:00:00,757.9000244140625
2008-09-11 04:00:00,741.2999877929688
2008-09-12 04:00:00,760.2999877929688
2008-09-15 04:00:00,783.0999755859375
2008-09-16 04:00:00,776.5
2008-09-17 04:00:00,846.5999755859375
2008-09-18 04:00:00,892.7000122070312
2008-09-19 04:00:00,860.5999755859375
2008-09-22 04:00:00,903.9000244140625
2008-09-23 04:00:00,885.5
2008-09-24 04:00:00,889.0
2008-09-25 04:00:00,877.7000122070312
2008-09-26 04:00:00,882.9000244140625
2008-09-29 04:00:00,888.2000122070312
2008-09-30 04:00:00,874.2000122070312
2008-10-01 04:00:00,880.7000122070312
2008-10-02 04:00:00,839.0
2008-10-03 04:00:00,828.9000244140625
2008-10-06 04:00:00,862.7000122070312
2008-10-07 04:00:00,878.4000244140625
2008-10-08 04:00:00,903.0999755859375
2008-10-09 04:00:00,883.0999755859375
2008-10-10 04:00:00,855.4000244140625
2008-10-13 04:00:00,838.9000244140625
2008-10-14 04:00:00,836.2999877929688
2008-10-15 04:00:00,835.5
2008-10-16 04:00:00,801.5
2008-10-17 04:00:00,785.0999755859375
2008-10-20 04:00:00,787.5999755859375
2008-10-21 04:00:00,766.0999755859375
2008-10-22 04:00:00,733.2999877929688
2008-10-23 04:00:00,713.2999877929688
2008-10-24 04:00:00,729.0999755859375
2008-10-27 04:00:00,741.7000122070312
2008-10-28 04:00:00,739.2999877929688
2008-10-29 04:00:00,752.7999877929688
2008-10-30 04:00:00,737.2000122070312
2008-10-31 04:00:00,716.7999877929688
2008-11-03 05:00:00,725.4000244140625
2008-11-04 05:00:00,756.0
2008-11-05 05:00:00,741.2999877929688
2008-11-06 05:00:00,731.2000122070312
2008-11-07 05:00:00,733.2000122070312
2008-11-10 05:00:00,745.5999755859375
2008-11-11 05:00:00,732.0
2008-11-12 05:00:00,717.7000122070312
2008-11-13 05:00:00,704.9000244140625
2008-11-14 05:00:00,742.4000244140625
2008-11-17 05:00:00,741.9000244140625
2008-11-18 05:00:00,732.5999755859375
2008-11-19 05:00:00,735.9000244140625
2008-11-20 05:00:00,748.5999755859375
2008-11-21 05:00:00,791.7000122070312
2008-11-24 05:00:00,819.4000244140625
2008-11-25 05:00:00,818.4000244140625
2008-11-26 05:00:00,808.5
2008-11-28 14:30:00,816.2000122070312
2008-12-01 05:00:00,774.5999755859375
2008-12-02 05:00:00,781.2999877929688
2008-12-03 05:00:00,768.7999877929688
2008-12-04 05:00:00,763.7999877929688
2008-12-05 05:00:00,750.5
2008-12-08 05:00:00,767.4000244140625
2008-12-09 05:00:00,772.4000244140625
2008-12-10 05:00:00,807.0999755859375
2008-12-11 05:00:00,824.9000244140625
2008-12-12 05:00:00,818.9000244140625
2008-12-15 05:00:00,835.4000244140625
2008-12-16 05:00:00,841.7000122070312
2008-12-17 05:00:00,867.5
2008-12-18 05:00:00,859.5999755859375
2008-12-19 05:00:00,836.4000244140625
2008-12-22 05:00:00,846.2000122070312
2008-12-23 05:00:00,837.2000122070312
2008-12-24 14:30:00,847.0999755859375
2008-12-26 05:00:00,870.4000244140625
2008-12-29 05:00:00,874.5999755859375
2008-12-30 05:00:00,869.2999877929688
